County Name,Date of Death,New Deaths,7-day Average New Deaths,Total Deaths,2019 Population ,New Deaths Rate,7-day Average New Death Rate,Total Death Rate,County FIPS Code,Longitude,Latitude,Georeferenced Latitude & Longitude
Somerset,01/08/2021,6,3.7,142,73447,8.17,5.06,193.34,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Cumberland,10/18/2020,0,0,77,253370,0,0,30.39,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
York,01/23/2021,5,7.4,647,449058,1.11,1.65,144.08,42133,-76.72576052,39.92192531,POINT (-76.72576052 39.92192531)
Cambria,12/12/2020,8,7.7,197,130192,6.14,5.93,151.31,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Cameron,01/02/2021,0,0.1,3,4447,0,3.21,67.46,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Cameron,01/13/2021,0,0.1,6,4447,0,3.21,134.92,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Berks,02/11/2021,2,3.4,879,421164,0.47,0.81,208.71,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
York,07/17/2020,1,1,77,449058,0.22,0.22,17.15,42133,-76.72576052,39.92192531,POINT (-76.72576052 39.92192531)
Dauphin,12/21/2020,4,5,318,278299,1.44,1.8,114.27,42043,-76.77960568,40.41974636,POINT (-76.77960568 40.41974636)
Montgomery,01/24/2021,10,5.9,1395,830915,1.2,0.7,167.89,42091,-75.37252001,40.20989874,POINT (-75.37252001 40.20989874)
Pennsylvania,09/29/2020,20,14.1,8280,12801989,0.16,0.11,64.68,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,06/23/2020,17,24,6798,12801989,0.13,0.19,53.1,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Pennsylvania,09/02/2020,17,14,7927,12801989,0.13,0.11,61.92,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Cumberland,09/07/2020,0,0.1,72,253370,0,0.06,28.42,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Cumberland,11/04/2020,0,0.1,81,253370,0,0.06,31.97,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Centre,03/08/2021,0,0.3,213,162385,0,0.18,131.17,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Centre,03/11/2021,0,0.1,213,162385,0,0.09,131.17,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Delaware,12/31/2020,11,6.3,1021,566747,1.94,1.11,180.15,42045,-75.40627712,39.91657867,POINT (-75.40627712 39.91657867)
York,07/24/2020,1,1,84,449058,0.22,0.22,18.71,42133,-76.72576052,39.92192531,POINT (-76.72576052 39.92192531)
Cumberland,11/16/2020,3,2.1,101,253370,1.18,0.85,39.86,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
York,07/09/2020,1,1.4,69,449058,0.22,0.32,15.37,42133,-76.72576052,39.92192531,POINT (-76.72576052 39.92192531)
York,02/01/2021,5,3.6,678,449058,1.11,0.8,150.98,42133,-76.72576052,39.92192531,POINT (-76.72576052 39.92192531)
Crawford,02/02/2021,1,0.6,130,84629,1.18,0.68,153.61,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Montgomery,11/12/2020,1,0.7,908,830915,0.12,0.09,109.28,42091,-75.37252001,40.20989874,POINT (-75.37252001 40.20989874)
Clearfield,04/17/2021,1,0.4,135,79255,1.26,0.54,170.34,42033,-78.47558343,41.000429,POINT (-78.47558343 41.000429)
York,12/13/2020,12,7.3,340,449058,2.67,1.62,75.71,42133,-76.72576052,39.92192531,POINT (-76.72576052 39.92192531)
Beaver,10/26/2020,0,0,142,163929,0,0,86.62,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Northumberland,01/27/2021,4,2.1,303,90843,4.4,2.36,333.54,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
York,01/10/2021,10,7,558,449058,2.23,1.56,124.26,42133,-76.72576052,39.92192531,POINT (-76.72576052 39.92192531)
York,03/09/2021,0,1.1,741,449058,0,0.25,165.01,42133,-76.72576052,39.92192531,POINT (-76.72576052 39.92192531)
Centre,01/18/2021,2,1.3,185,162385,1.23,0.79,113.93,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Beaver,01/25/2021,0,1.4,319,163929,0,0.87,194.6,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Cumberland,02/10/2021,3,1.1,467,253370,1.18,0.45,184.32,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Crawford,02/26/2021,1,0.1,136,84629,1.18,0.17,160.7,42039,-80.11321083,41.68546907,POINT (-80.11321083 41.68546907)
Northumberland,02/06/2021,2,0.9,315,90843,2.2,0.94,346.75,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Cumberland,05/25/2020,0,0.4,50,253370,0,0.17,19.73,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
York,06/30/2020,0,1.6,57,449058,0,0.35,12.69,42133,-76.72576052,39.92192531,POINT (-76.72576052 39.92192531)
Bucks,05/24/2020,5,6.7,512,628270,0.8,1.07,81.49,42017,-75.11291241,40.33501133,POINT (-75.11291241 40.33501133)
Pennsylvania,08/23/2020,12,13.3,7788,12801989,0.09,0.1,60.83,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Somerset,02/19/2021,0,0,184,73447,0,0,250.52,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Clearfield,01/04/2021,4,1.3,64,79255,5.05,1.62,80.75,42033,-78.47558343,41.000429,POINT (-78.47558343 41.000429)
Montgomery,08/17/2020,0,0.3,867,830915,0,0.03,104.34,42091,-75.37252001,40.20989874,POINT (-75.37252001 40.20989874)
York,01/06/2021,7,7.4,524,449058,1.56,1.65,116.69,42133,-76.72576052,39.92192531,POINT (-76.72576052 39.92192531)
Centre,03/05/2021,0,0.3,212,162385,0,0.18,130.55,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Somerset,12/26/2020,2,3.3,92,73447,2.72,4.47,125.26,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Beaver,07/28/2020,0,1,91,163929,0,0.61,55.51,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Lancaster,04/16/2021,0,1.3,1099,545724,0,0.24,201.38,42071,-76.25138768,40.04590796,POINT (-76.25138768 40.04590796)
Beaver,03/04/2021,1,0.4,352,163929,0.61,0.26,214.73,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Beaver,11/11/2020,2,0.4,146,163929,1.22,0.26,89.06,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Pennsylvania,08/11/2020,17,21.3,7616,12801989,0.13,0.17,59.49,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Centre,03/03/2021,0,0.1,211,162385,0,0.09,129.94,42027,-77.82500112,40.9193135,POINT (-77.82500112 40.9193135)
Bucks,09/28/2020,2,0.9,614,628270,0.32,0.14,97.73,42017,-75.11291241,40.33501133,POINT (-75.11291241 40.33501133)
Franklin,03/15/2021,0,0.3,336,155027,0,0.18,216.74,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Pennsylvania,11/28/2020,126,123.6,11209,12801989,0.98,0.97,87.56,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
York,01/04/2021,4,7.7,513,449058,0.89,1.72,114.24,42133,-76.72576052,39.92192531,POINT (-76.72576052 39.92192531)
Cumberland,11/22/2020,7,4.4,129,253370,2.76,1.75,50.91,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Beaver,10/03/2020,0,1.1,138,163929,0,0.7,84.18,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Bucks,11/09/2020,0,1.1,636,628270,0,0.18,101.23,42017,-75.11291241,40.33501133,POINT (-75.11291241 40.33501133)
Pennsylvania,03/10/2021,34,35,24704,12801989,0.27,0.27,192.97,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Clinton,04/22/2021,0,0,61,38632,0,0,157.9,42035,-77.6428376,41.23286274,POINT (-77.6428376 41.23286274)
Bucks,11/13/2020,2,1.6,644,628270,0.32,0.25,102.5,42017,-75.11291241,40.33501133,POINT (-75.11291241 40.33501133)
Cumberland,11/29/2020,7,5,164,253370,2.76,1.97,64.73,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Cumberland,04/04/2021,1,0.7,502,253370,0.39,0.28,198.13,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Pennsylvania,12/14/2020,209,207.3,14160,12801989,1.63,1.62,110.61,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Montgomery,05/31/2020,4,5.6,738,830915,0.48,0.67,88.82,42091,-75.37252001,40.20989874,POINT (-75.37252001 40.20989874)
Cumberland,07/17/2020,0,0.1,67,253370,0,0.06,26.44,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Cumberland,06/26/2020,0,0.1,64,253370,0,0.06,25.26,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Beaver,01/12/2021,1,1.7,296,163929,0.61,1.05,180.57,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Cameron,12/08/2020,0,0,1,4447,0,0,22.49,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Cumberland,04/15/2021,0,0.3,505,253370,0,0.11,199.31,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Bucks,10/08/2020,1,0.3,620,628270,0.16,0.05,98.68,42017,-75.11291241,40.33501133,POINT (-75.11291241 40.33501133)
Beaver,01/10/2021,2,1.6,292,163929,1.22,0.96,178.13,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Somerset,12/18/2020,3,3.6,68,73447,4.08,4.86,92.58,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Cumberland,09/02/2020,1,0.1,72,253370,0.39,0.06,28.42,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Berks,12/29/2020,6,6.1,603,421164,1.42,1.46,143.17,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Wyoming,04/16/2021,0,0.1,45,26794,0,0.53,167.95,42131,-76.01813003,41.51892488,POINT (-76.01813003 41.51892488)
Montgomery,06/29/2020,1,2.4,830,830915,0.12,0.29,99.89,42091,-75.37252001,40.20989874,POINT (-75.37252001 40.20989874)
York,10/28/2020,2,1,211,449058,0.45,0.22,46.99,42133,-76.72576052,39.92192531,POINT (-76.72576052 39.92192531)
York,01/01/2021,11,8.7,496,449058,2.45,1.94,110.45,42133,-76.72576052,39.92192531,POINT (-76.72576052 39.92192531)
Cumberland,02/03/2021,3,2,459,253370,1.18,0.79,181.16,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Cumberland,02/06/2021,1,2.1,463,253370,0.39,0.85,182.74,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Northumberland,01/17/2021,1,1.6,282,90843,1.1,1.73,310.43,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Pennsylvania,01/16/2021,163,156.7,20574,12801989,1.27,1.22,160.71,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
York,09/15/2020,3,1.6,146,449058,0.67,0.35,32.51,42133,-76.72576052,39.92192531,POINT (-76.72576052 39.92192531)
Armstrong,04/18/2021,1,0.3,125,64735,1.54,0.44,193.09,42005,-79.47316899,40.81509526,POINT (-79.47316899 40.81509526)
Potter,04/22/2021,0,0,23,16526,0,0,139.17,42105,-77.89879229,41.74420644,POINT (-77.89879229 41.74420644)
Philadelphia,01/29/2021,7,9.7,2981,1584064,0.44,0.61,188.19,42101,-75.140236,40.00444354,POINT (-75.140236 40.00444354)
Pennsylvania,11/26/2020,136,111,10941,12801989,1.06,0.87,85.46,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Beaver,10/10/2020,2,0.3,140,163929,1.22,0.17,85.4,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Beaver,07/07/2020,0,0,80,163929,0,0,48.8,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Pennsylvania,05/18/2020,69,89.7,5387,12801989,0.54,0.7,42.08,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Beaver,01/08/2021,4,2,289,163929,2.44,1.22,176.3,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
York,01/16/2021,11,6.7,595,449058,2.45,1.5,132.5,42133,-76.72576052,39.92192531,POINT (-76.72576052 39.92192531)
Berks,03/08/2021,1,0.6,911,421164,0.24,0.14,216.31,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Bucks,11/17/2020,6,2.7,658,628270,0.96,0.43,104.73,42017,-75.11291241,40.33501133,POINT (-75.11291241 40.33501133)
Beaver,12/20/2020,2,3.3,240,163929,1.22,2,146.4,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Beaver,09/14/2020,1,1.4,119,163929,0.61,0.87,72.59,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Cameron,12/03/2020,0,0.1,1,4447,0,3.21,22.49,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Cumberland,06/07/2020,0,0.4,58,253370,0,0.17,22.89,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Beaver,02/20/2021,1,0.7,345,163929,0.61,0.44,210.46,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Susquehanna,04/18/2021,0,0.1,58,40328,0,0.35,143.82,42115,-75.80250303,41.8205686,POINT (-75.80250303 41.8205686)
Pennsylvania,03/04/2021,40,37.1,24499,12801989,0.31,0.29,191.37,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Franklin,03/19/2021,1,0.6,339,155027,0.65,0.37,218.67,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Bucks,08/27/2020,0,0.1,596,628270,0,0.02,94.86,42017,-75.11291241,40.33501133,POINT (-75.11291241 40.33501133)
Bucks,07/05/2020,0,0.6,577,628270,0,0.09,91.84,42017,-75.11291241,40.33501133,POINT (-75.11291241 40.33501133)
York,12/21/2020,14,7.7,398,449058,3.12,1.72,88.63,42133,-76.72576052,39.92192531,POINT (-76.72576052 39.92192531)
Berks,01/19/2021,9,8,756,421164,2.14,1.9,179.5,42011,-75.93077327,40.41939635,POINT (-75.93077327 40.41939635)
Cameron,02/19/2021,0,0,6,4447,0,0,134.92,42023,-78.20916932,41.43880265,POINT (-78.20916932 41.43880265)
Bucks,07/14/2020,1,0.4,581,628270,0.16,0.07,92.48,42017,-75.11291241,40.33501133,POINT (-75.11291241 40.33501133)
Franklin,04/18/2021,2,0.9,353,155027,1.29,0.55,227.7,42055,-77.72398845,39.92786197,POINT (-77.72398845 39.92786197)
Pennsylvania,01/03/2021,175,204,18407,12801989,1.37,1.59,143.78,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Montgomery,09/18/2020,1,0.7,883,830915,0.12,0.09,106.27,42091,-75.37252001,40.20989874,POINT (-75.37252001 40.20989874)
York,08/31/2020,1,1.4,132,449058,0.22,0.32,29.39,42133,-76.72576052,39.92192531,POINT (-76.72576052 39.92192531)
Beaver,08/24/2020,0,0.1,98,163929,0,0.09,59.78,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Montgomery,06/28/2020,3,2.3,829,830915,0.36,0.28,99.77,42091,-75.37252001,40.20989874,POINT (-75.37252001 40.20989874)
York,12/23/2020,14,8.4,418,449058,3.12,1.88,93.08,42133,-76.72576052,39.92192531,POINT (-76.72576052 39.92192531)
Montgomery,10/20/2020,0,0.6,894,830915,0,0.07,107.59,42091,-75.37252001,40.20989874,POINT (-75.37252001 40.20989874)
Pennsylvania,07/26/2020,11,12.3,7330,12801989,0.09,0.1,57.26,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Clearfield,04/18/2021,0,0.3,135,79255,0,0.36,170.34,42033,-78.47558343,41.000429,POINT (-78.47558343 41.000429)
Beaver,09/02/2020,2,1,105,163929,1.22,0.61,64.05,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Beaver,09/20/2020,0,0.9,124,163929,0,0.52,75.64,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Beaver,10/13/2020,0,0.4,141,163929,0,0.26,86.01,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Beaver,08/17/2020,0,0.3,97,163929,0,0.17,59.17,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Somerset,01/04/2021,3,3.1,124,73447,4.08,4.28,168.83,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Cumberland,06/11/2020,1,0.4,60,253370,0.39,0.17,23.68,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
York,10/23/2020,0,0.9,205,449058,0,0.19,45.65,42133,-76.72576052,39.92192531,POINT (-76.72576052 39.92192531)
York,12/19/2020,5,7.1,378,449058,1.11,1.59,84.18,42133,-76.72576052,39.92192531,POINT (-76.72576052 39.92192531)
Armstrong,04/22/2021,0,1,130,64735,0,1.54,200.82,42005,-79.47316899,40.81509526,POINT (-79.47316899 40.81509526)
Beaver,04/21/2021,0,0.9,373,163929,0,0.52,227.54,42007,-80.35107356,40.68349245,POINT (-80.35107356 40.68349245)
Pennsylvania,12/15/2020,207,207,14367,12801989,1.62,1.62,112.22,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Elk,04/09/2021,0,0.1,38,29910,0,0.48,127.05,42047,-78.64947713,41.42819416,POINT (-78.64947713 41.42819416)
Bucks,07/28/2020,2,0.9,588,628270,0.32,0.14,93.59,42017,-75.11291241,40.33501133,POINT (-75.11291241 40.33501133)
Cambria,01/08/2021,3,4.3,341,130192,2.3,3.29,261.92,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Pennsylvania,01/11/2021,165,172.4,19801,12801989,1.29,1.35,154.67,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Clearfield,02/23/2021,0,0,116,79255,0,0,146.36,42033,-78.47558343,41.000429,POINT (-78.47558343 41.000429)
Pennsylvania,10/24/2020,22,24.1,8807,12801989,0.17,0.19,68.79,42000,-75.167756,39.346129,POINT (-75.167756 39.346129)
Northumberland,12/30/2020,2,2.7,246,90843,2.2,2.99,270.8,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Cumberland,03/23/2021,0,0.4,495,253370,0,0.17,195.37,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Northumberland,01/16/2021,2,2,281,90843,2.2,2.2,309.32,42097,-76.71188423,40.85150926,POINT (-76.71188423 40.85150926)
Cambria,01/14/2021,2,2.3,354,130192,1.54,1.76,271.91,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
Montgomery,10/21/2020,0,0.6,894,830915,0,0.07,107.59,42091,-75.37252001,40.20989874,POINT (-75.37252001 40.20989874)
Montgomery,10/14/2020,0,0.1,890,830915,0,0.02,107.11,42091,-75.37252001,40.20989874,POINT (-75.37252001 40.20989874)
Cumberland,10/14/2020,0,0.1,77,253370,0,0.06,30.39,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Cumberland,07/05/2020,0,0,64,253370,0,0,25.26,42041,-77.26866271,40.16759839,POINT (-77.26866271 40.16759839)
Somerset,03/02/2021,0,0.1,185,73447,0,0.19,251.88,42111,-79.03100206,39.97146299,POINT (-79.03100206 39.97146299)
Cambria,02/26/2021,0,0.7,394,130192,0,0.55,302.63,42021,-78.71894174,40.49127491,POINT (-78.71894174 40.49127491)
